u-g,g-r,r-i,i-z,u-z,g-z,redshift_log,class
1.467480000000002,0.6122799999999984,0.2863800000000012,0.2350299999999983,2.6011699999999998,1.1336899999999979,-1.151081080986983,GALAXY
1.8595599999999983,1.03979,0.4998699999999996,0.32382000000000133,3.7230399999999992,1.863480000000001,-1.0620070511448292,GALAXY
1.9068900000000006,1.0215299999999985,0.4390500000000017,0.39210999999999885,3.7595799999999997,1.852689999999999,-1.0538198929648603,GALAXY
1.9994300000000003,0.9570299999999996,0.49634,0.3338099999999997,3.7866099999999996,1.7871799999999993,-1.0468934969728236,GALAXY
2.0377899999999975,0.9584200000000003,0.4276800000000023,0.34547999999999845,3.7693699999999986,1.731580000000001,-1.0599862826968567,GALAXY
0.9690800000000017,1.7772000000000006,0.8346400000000003,0.4695299999999989,4.050450000000001,3.0813699999999997,-0.32769982644790624,GALAXY
2.033319999999998,0.9873000000000012,0.46049000000000007,0.3630300000000002,3.8441399999999994,1.8108200000000014,-1.0566984368006243,GALAXY
1.628730000000001,0.8735199999999992,0.5159300000000009,0.38541000000000025,3.4035900000000012,1.7748600000000003,-1.0683039937500207,GALAXY
1.173129999999997,0.665930000000003,0.41218999999999895,0.22003000000000128,2.47128,1.2981500000000032,-1.0739920992374068,GALAXY
3.24962,1.7868100000000027,0.6212699999999991,0.42021000000000086,6.077910000000003,2.8282900000000026,-0.44567962375595643,GALAXY
1.9451,1.1828800000000008,0.5210699999999981,0.3814300000000017,4.030480000000001,2.0853800000000007,-0.8632816518721625,GALAXY
1.8333200000000005,0.9131399999999985,0.5033700000000003,0.35633999999999943,3.6061699999999988,1.7728499999999983,-1.0471242404440027,GALAXY
3.0463500000000003,1.9150400000000012,0.6907199999999989,0.32160999999999973,5.97372,2.92737,-0.4299893969813734,GALAXY
1.9184200000000011,0.9168899999999987,0.42361999999999966,0.36187000000000147,3.620800000000001,1.7023799999999998,-1.0761412007461912,GALAXY
1.7935300000000005,0.9193800000000003,0.38331999999999766,0.3084900000000026,3.404720000000001,1.6111900000000006,-1.0503892912146184,GALAXY
2.16948,1.1003000000000007,0.46875,0.36659999999999826,4.105129999999999,1.935649999999999,-0.8630800835453748,GALAXY
2.1624000000000017,1.1122599999999991,0.49559,0.36240000000000094,4.132650000000002,1.97025,-0.8577235026849969,GALAXY
2.3618500000000004,1.4335799999999992,0.6495999999999995,0.3605400000000003,4.8055699999999995,2.443719999999999,-3.9970671459164833,STAR
1.5977999999999994,0.8146400000000007,0.4332799999999999,0.2953499999999991,3.141069999999999,1.5432699999999997,-1.0641320970868273,GALAXY
2.3412900000000008,1.18046,0.48582000000000036,0.3613900000000001,4.368960000000001,2.0276700000000005,-0.7821758601149947,GALAXY
2.0518,1.6459899999999976,0.7093500000000006,0.4341499999999989,4.841289999999997,2.789489999999997,-0.37742987721022403,GALAXY
1.32733,1.0319199999999995,0.3083199999999984,0.1670700000000025,2.8346400000000003,1.5073100000000004,0.10971856489802874,QSO
1.9398099999999978,0.9091800000000028,0.4290699999999994,0.32685999999999993,3.60492,1.665110000000002,-1.0471305334051515,GALAXY
1.8457599999999985,0.9729400000000012,0.43714999999999904,0.3379700000000003,3.593819999999999,1.7480600000000006,-1.0295198799737033,GALAXY
2.0446100000000023,1.2205499999999994,0.4781399999999998,0.4125399999999999,4.155840000000001,2.111229999999999,-0.8156876778263079,GALAXY
1.1863700000000001,0.46314999999999884,0.30083000000000126,0.2042900000000003,2.1546400000000006,0.9682700000000004,-1.3320012065881508,GALAXY
1.1309500000000021,0.5320099999999996,0.2702999999999989,0.12471999999999994,2.0579800000000006,0.9270299999999985,-1.698985204908897,GALAXY
0.9629400000000015,0.40817000000000014,0.18991999999999898,0.18272000000000155,1.7437500000000021,0.7808100000000007,-1.6954648817787337,GALAXY
1.4857099999999974,0.7098800000000018,0.40139999999999887,0.25786000000000087,2.854849999999999,1.3691400000000016,-1.0722584892159448,GALAXY
1.9224599999999974,1.4002500000000033,0.5733199999999989,0.4419800000000009,4.338010000000001,2.415550000000003,-0.7168035122306285,GALAXY
1.4700999999999986,0.7398200000000017,0.4087399999999981,0.29997000000000007,2.9186299999999985,1.4485299999999999,-1.1558902349435791,GALAXY
1.8986599999999996,0.9621600000000008,0.4278899999999979,0.35557000000000016,3.6442799999999984,1.7456199999999988,-1.0959955921609168,GALAXY
1.4143599999999985,0.7236100000000008,0.40024000000000015,0.25607000000000113,2.7942800000000005,1.379920000000002,-1.0322381115604409,GALAXY
2.28576,2.000250000000001,0.6650400000000012,0.42975999999999814,5.38081,3.0950500000000005,-0.4365865558987461,GALAXY
1.3898699999999984,0.6090800000000023,0.41103000000000023,0.2877799999999979,2.697759999999999,1.3078900000000004,-1.13261095151115,GALAXY
0.42013000000000034,-0.2878700000000016,-0.13837999999999795,-0.26432000000000144,-0.2704400000000007,-0.690570000000001,-3.8386685399415055,STAR
0.34487999999999985,0.16218999999999895,0.2403100000000009,0.023050000000001347,0.7704300000000011,0.4255500000000012,-0.23370332732544535,QSO
1.1325700000000012,0.040040000000001186,-0.03117000000000303,-0.07837999999999923,1.0630600000000001,-0.06951000000000107,-4.863463333671701,STAR
1.6133400000000009,0.8781699999999972,0.45903000000000205,0.31118000000000023,3.2617200000000004,1.6483799999999995,-1.065214453819912,GALAXY
